      2014;I    ;PRESUPUESTO         ;02;ALTO GALLEGO                                      ;0   ;    ;    ;                        ;EconomicaIngresos                                                                                                                                                                                       ;EconomicaIngresos                                                                                                                                                                                       ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;5   ;0   ;02                      ;TransferenciasDeCapitalEnCumplimientoDeConveniosSuscritosConLaComunidadAutonomaEnMateriaDeServiciosSocialesYPoliticasDeIgualdad                                                                         ;TransferenciasDeCapitalEnCumplimientoDeConveniosSuscritosConLaComunidadAutonomaEnMateriaDeServiciosSocialesYPoliticasDeIgualdad                                                                         ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;5   ;0   ;30                      ;TransferenciasDeCapitalEnCumplimientoDeConveniosSuscritosConLaComunidadAutonomaEnMateriaDeEducacion                                                                                                     ;TransferenciasDeCapitalEnCumplimientoDeConveniosSuscritosConLaComunidadAutonomaEnMateriaDeEducacion                                                                                                     ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;5   ;0   ;50                      ;TransferenciasDeCapitalEnCumplimientoDeConveniosSuscritosConLaComunidadAutonomaEnMateriaDeEmpleoYDesarrolloLocal                                                                                        ;TransferenciasDeCapitalEnCumplimientoDeConveniosSuscritosConLaComunidadAutonomaEnMateriaDeEmpleoYDesarrolloLocal                                                                                        ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;5   ;0   ;60                      ;OtrasTransferenciasDeCapitalEnCumplimientoDeConveniosSuscritosConLaComunidadAutonoma                                                                                                                    ;OtrasTransferenciasDeCapitalEnCumplimientoDeConveniosSuscritosConLaComunidadAutonoma                                                                                                                    ;     10000;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;5   ;0   ;80                      ;OtrasTransferenciasDeCapitalDeLaAdministracionGeneralDeLaComunidadAutonoma                                                                                                                              ;OtrasTransferenciasDeCapitalDeLaAdministracionGeneralDeLaComunidadAutonoma                                                                                                                              ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;5   ;1   ;                        ;TransferenciasDeCapital AComunidadesAutonomas AOrganismosAutonomosYAgenciasDeLasComunidadesAutonomas                                                                                                    ;TransferenciasDeCapital_AComunidadesAutonomas_AOrganismosAutonomosYAgenciasDeLasComunidadesAutonomas                                                                                                    ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;5   ;1   ;                        ;TransferenciasDeCapital DeComunidadesAutonomas DeOrganismosAutonomosYAgenciasDeLasComunidadesAutonomas                                                                                                  ;TransferenciasDeCapital_DeComunidadesAutonomas_DeOrganismosAutonomosYAgenciasDeLasComunidadesAutonomas                                                                                                  ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;5   ;2   ;                        ;TransferenciasDeCapital DeComunidadesAutonomas DeFundacionesDeLasComunidadesAutonomas                                                                                                                   ;TransferenciasDeCapital_DeComunidadesAutonomas_DeFundacionesDeLasComunidadesAutonomas                                                                                                                   ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;5   ;2   ;                        ;TransferenciasDeCapital AComunidadesAutonomas AFundacionesDeLasComunidadesAutonomas                                                                                                                     ;TransferenciasDeCapital_AComunidadesAutonomas_AFundacionesDeLasComunidadesAutonomas                                                                                                                     ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;5   ;3   ;                        ;TransferenciasDeCapital DeComunidadesAutonomas DeSociedadesMercantilesEntidadesPublicasEmpresarialesYOtrosOrganismosPublicosDependientesDeLasComunidadesAutonomas                                       ;TransferenciasDeCapital_DeComunidadesAutonomas_DeSociedadesMercantilesEntidadesPublicasEmpresarialesYOtrosOrganismosPublicosDependientesDeLasComunidadesAutonomas                                       ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;5   ;3   ;                        ;TransferenciasDeCapital AComunidadesAutonomas ASociedadesMercantilesEntidadesPublicasEmpresarialesYOtrosOrganismosPublicosDependientesDeLasComunidadesAutonomas                                         ;TransferenciasDeCapital_AComunidadesAutonomas_ASociedadesMercantilesEntidadesPublicasEmpresarialesYOtrosOrganismosPublicosDependientesDeLasComunidadesAutonomas                                         ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;6   ;    ;                        ;TransferenciasDeCapital DeEntidadesLocales                                                                                                                                                              ;TransferenciasDeCapital_DeEntidadesLocales                                                                                                                                                              ;     60000;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;6   ;    ;                        ;TransferenciasDeCapital AEntidadesLocales                                                                                                                                                               ;TransferenciasDeCapital_AEntidadesLocales                                                                                                                                                               ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;6   ;1   ;                        ;TransferenciasDeCapital DeEntidadesLocales DeDiputacionesConsejosOCabildos                                                                                                                              ;TransferenciasDeCapital_DeEntidadesLocales_DeDiputacionesConsejosOCabildos                                                                                                                              ;     60000;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;6   ;1   ;                        ;ADiputacionesConsejosOCabildos                                                                                                                                                                          ;ADiputacionesConsejosOCabildos                                                                                                                                                                          ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;6   ;2   ;                        ;TransferenciasDeCapital AEntidadesLocales AAyuntamientos                                                                                                                                                ;TransferenciasDeCapital_AEntidadesLocales_AAyuntamientos                                                                                                                                                ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;6   ;2   ;                        ;TransferenciasDeCapital DeEntidadesLocales DeAyuntamientos                                                                                                                                              ;TransferenciasDeCapital_DeEntidadesLocales_DeAyuntamientos                                                                                                                                              ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;6   ;3   ;                        ;TransferenciasDeCapital AEntidadesLocales AMancomunidades                                                                                                                                               ;TransferenciasDeCapital_AEntidadesLocales_AMancomunidades                                                                                                                                               ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;6   ;3   ;                        ;TransferenciasDeCapital DeEntidadesLocales DeMancomunidades                                                                                                                                             ;TransferenciasDeCapital_DeEntidadesLocales_DeMancomunidades                                                                                                                                             ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;6   ;4   ;                        ;TransferenciasDeCapital AEntidadesLocales AAreasMetropolitanas                                                                                                                                          ;TransferenciasDeCapital_AEntidadesLocales_AAreasMetropolitanas                                                                                                                                          ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;6   ;4   ;                        ;TransferenciasDeCapital DeEntidadesLocales DeAreasMetropolitanas                                                                                                                                        ;TransferenciasDeCapital_DeEntidadesLocales_DeAreasMetropolitanas                                                                                                                                        ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;6   ;5   ;                        ;TransferenciasDeCapital AEntidadesLocales AComarcas                                                                                                                                                     ;TransferenciasDeCapital_AEntidadesLocales_AComarcas                                                                                                                                                     ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;6   ;5   ;                        ;TransferenciasDeCapital DeEntidadesLocales DeComarcas                                                                                                                                                   ;TransferenciasDeCapital_DeEntidadesLocales_DeComarcas                                                                                                                                                   ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;6   ;6   ;                        ;DeOtrasEntidadesQueAgrupenMunicipios                                                                                                                                                                    ;DeOtrasEntidadesQueAgrupenMunicipios                                                                                                                                                                    ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;6   ;6   ;                        ;AEntidadesQueAgrupenMunicipios                                                                                                                                                                          ;AEntidadesQueAgrupenMunicipios                                                                                                                                                                          ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;6   ;7   ;                        ;TransferenciasDeCapital DeEntidadesLocales DeConsorcios                                                                                                                                                 ;TransferenciasDeCapital_DeEntidadesLocales_DeConsorcios                                                                                                                                                 ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;6   ;7   ;                        ;TransferenciasDeCapital AEntidadesLocales AConsorcios                                                                                                                                                   ;TransferenciasDeCapital_AEntidadesLocales_AConsorcios                                                                                                                                                   ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;6   ;8   ;                        ;TransferenciasDeCapital AEntidadesLocales AEntidadesLocalesMenores                                                                                                                                      ;TransferenciasDeCapital_AEntidadesLocales_AEntidadesLocalesMenores                                                                                                                                      ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;6   ;8   ;                        ;TransferenciasDeCapital DeEntidadesLocales DeEntidadesLocalesMenores                                                                                                                                    ;TransferenciasDeCapital_DeEntidadesLocales_DeEntidadesLocalesMenores                                                                                                                                    ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;7   ;    ;                        ;TransferenciasDeCapital DeEmpresasPrivadas                                                                                                                                                              ;TransferenciasDeCapital_DeEmpresasPrivadas                                                                                                                                                              ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;7   ;    ;                        ;TransferenciasDeCapital AEmpresasPrivadas                                                                                                                                                               ;TransferenciasDeCapital_AEmpresasPrivadas                                                                                                                                                               ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;8   ;    ;                        ;TransferenciasDeCapital AFamiliasEInstitucionesSinFinesDeLucro                                                                                                                                          ;TransferenciasDeCapital_AFamiliasEInstitucionesSinFinesDeLucro                                                                                                                                          ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;8   ;    ;                        ;TransferenciasDeCapital DeFamiliasEInstitucionesSinFinesDeLucro                                                                                                                                         ;TransferenciasDeCapital_DeFamiliasEInstitucionesSinFinesDeLucro                                                                                                                                         ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;9   ;    ;                        ;TransferenciasDeCapital AlExterior                                                                                                                                                                      ;TransferenciasDeCapital_AlExterior                                                                                                                                                                      ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;9   ;    ;                        ;TransferenciasDeCapital DelExterior                                                                                                                                                                     ;TransferenciasDeCapital_DelExterior                                                                                                                                                                     ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;9   ;0   ;                        ;TransferenciasDeCapital DelExterior DelFondoSocialEuropeo                                                                                                                                               ;TransferenciasDeCapital_DelExterior_DelFondoSocialEuropeo                                                                                                                                               ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;9   ;1   ;                        ;TransferenciasDeCapital DelExterior DelFondoDeDesarrolloRegional                                                                                                                                        ;TransferenciasDeCapital_DelExterior_DelFondoDeDesarrolloRegional                                                                                                                                        ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;9   ;2   ;                        ;TransferenciasDeCapital DelExterior DelFondoDeCohesion                                                                                                                                                  ;TransferenciasDeCapital_DelExterior_DelFondoDeCohesion                                                                                                                                                  ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;9   ;3   ;                        ;TransferenciasDeCapital DelExterior DelFondoEuropeoAgricolaDeGarantiaFeaga                                                                                                                              ;TransferenciasDeCapital_DelExterior_DelFondoEuropeoAgricolaDeGarantiaFeaga                                                                                                                              ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;9   ;4   ;                        ;TransferenciasDeCapital DelExterior DelFondoEuropeoAgricolaDeDesarrolloRuralFeader                                                                                                                      ;TransferenciasDeCapital_DelExterior_DelFondoEuropeoAgricolaDeDesarrolloRuralFeader                                                                                                                      ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;9   ;5   ;                        ;TransferenciasDeCapital DelExterior DelFeoga-orientacion                                                                                                                                                ;TransferenciasDeCapital_DelExterior_DelFeoga-orientacion                                                                                                                                                ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;9   ;6   ;                        ;TransferenciasDeCapital DelExterior DelFondoEuropeoDeLaPescaFep                                                                                                                                         ;TransferenciasDeCapital_DelExterior_DelFondoEuropeoDeLaPescaFep                                                                                                                                         ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;9   ;7   ;                        ;TransferenciasDeCapital DelExterior OtrasTransferenciasDeLaUnionEuropea                                                                                                                                 ;TransferenciasDeCapital_DelExterior_OtrasTransferenciasDeLaUnionEuropea                                                                                                                                 ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;7   ;9   ;9   ;                        ;OtrasTransferenciasDelExteriorExcluyendoLaUnionEuropea                                                                                                                                                  ;OtrasTransferenciasDelExteriorExcluyendoLaUnionEuropea                                                                                                                                                  ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;    ;    ;                        ;EconomicaIngresos ActivosFinancieros                                                                                                                                                                    ;EconomicaIngresos_ActivosFinancieros                                                                                                                                                                    ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;    ;    ;                        ;EconomicaGastos ActivosFinancieros                                                                                                                                                                      ;EconomicaGastos_ActivosFinancieros                                                                                                                                                                      ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;0   ;    ;                        ;AdquisicionDeDeudaDelSectorPublico                                                                                                                                                                      ;AdquisicionDeDeudaDelSectorPublico                                                                                                                                                                      ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;0   ;    ;                        ;EnajenacionDeDeudaDelSectorPublico                                                                                                                                                                      ;EnajenacionDeDeudaDelSectorPublico                                                                                                                                                                      ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;0   ;0   ;                        ;AdquisicionDeDeudaDelSectorPublicoACortoPlazo                                                                                                                                                           ;AdquisicionDeDeudaDelSectorPublicoACortoPlazo                                                                                                                                                           ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;0   ;0   ;                        ;EnajenacionDeDeudaDelSectorPublicoACortoPlazo                                                                                                                                                           ;EnajenacionDeDeudaDelSectorPublicoACortoPlazo                                                                                                                                                           ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;0   ;0   ;00                      ;ActivosFinancieros EnajenacionDeDeudaDelSectorPublico EnajenacionDeDeudaDelSectorPublicoACortoPlazo DelEstado                                                                                           ;ActivosFinancieros_EnajenacionDeDeudaDelSectorPublico_EnajenacionDeDeudaDelSectorPublicoACortoPlazo_DelEstado                                                                                           ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;0   ;0   ;00                      ;AdquisicionDeDeudaDelSectorPublico AdquisicionDeDeudaDelSectorPublicoACortoPlazo AlEstado                                                                                                               ;AdquisicionDeDeudaDelSectorPublico_AdquisicionDeDeudaDelSectorPublicoACortoPlazo_AlEstado                                                                                                               ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;0   ;0   ;10                      ;ActivosFinancieros AdquisicionDeDeudaDelSectorPublico AdquisicionDeDeudaDelSectorPublicoACortoPlazo AComunidadesAutonomas                                                                               ;ActivosFinancieros_AdquisicionDeDeudaDelSectorPublico_AdquisicionDeDeudaDelSectorPublicoACortoPlazo_AComunidadesAutonomas                                                                               ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;0   ;0   ;10                      ;ActivosFinancieros EnajenacionDeDeudaDelSectorPublico EnajenacionDeDeudaDelSectorPublicoACortoPlazo DeComunidadesAutonomas                                                                              ;ActivosFinancieros_EnajenacionDeDeudaDelSectorPublico_EnajenacionDeDeudaDelSectorPublicoACortoPlazo_DeComunidadesAutonomas                                                                              ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;0   ;0   ;20                      ;ActivosFinancieros AdquisicionDeDeudaDelSectorPublico AdquisicionDeDeudaDelSectorPublicoACortoPlazo AEntidadesLocales                                                                                   ;ActivosFinancieros_AdquisicionDeDeudaDelSectorPublico_AdquisicionDeDeudaDelSectorPublicoACortoPlazo_AEntidadesLocales                                                                                   ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;0   ;0   ;20                      ;ActivosFinancieros EnajenacionDeDeudaDelSectorPublico EnajenacionDeDeudaDelSectorPublicoACortoPlazo DeEntidadesLocales                                                                                  ;ActivosFinancieros_EnajenacionDeDeudaDelSectorPublico_EnajenacionDeDeudaDelSectorPublicoACortoPlazo_DeEntidadesLocales                                                                                  ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;0   ;0   ;90                      ;AdquisicionDeDeudaDelSectorPublico AdquisicionDeDeudaDelSectorPublicoACortoPlazo AOtrosSubsectores                                                                                                      ;AdquisicionDeDeudaDelSectorPublico_AdquisicionDeDeudaDelSectorPublicoACortoPlazo_AOtrosSubsectores                                                                                                      ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;0   ;1   ;                        ;EnajenacionDeDeudaDelSectorPublicoALargoPlazo                                                                                                                                                           ;EnajenacionDeDeudaDelSectorPublicoALargoPlazo                                                                                                                                                           ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;0   ;1   ;                        ;AdquisicionDeDeudaDelSectorPublicoALargoPlazo                                                                                                                                                           ;AdquisicionDeDeudaDelSectorPublicoALargoPlazo                                                                                                                                                           ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;0   ;1   ;00                      ;AdquisicionDeDeudaDelSectorPublico AdquisicionDeDeudaDelSectorPublicoALargoPlazo AlEstado                                                                                                               ;AdquisicionDeDeudaDelSectorPublico_AdquisicionDeDeudaDelSectorPublicoALargoPlazo_AlEstado                                                                                                               ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;0   ;1   ;00                      ;ActivosFinancieros EnajenacionDeDeudaDelSectorPublico EnajenacionDeDeudaDelSectorPublicoALargoPlazo DelEstado                                                                                           ;ActivosFinancieros_EnajenacionDeDeudaDelSectorPublico_EnajenacionDeDeudaDelSectorPublicoALargoPlazo_DelEstado                                                                                           ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;0   ;1   ;10                      ;ActivosFinancieros AdquisicionDeDeudaDelSectorPublico AdquisicionDeDeudaDelSectorPublicoALargoPlazo AComunidadesAutonomas                                                                               ;ActivosFinancieros_AdquisicionDeDeudaDelSectorPublico_AdquisicionDeDeudaDelSectorPublicoALargoPlazo_AComunidadesAutonomas                                                                               ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;0   ;1   ;10                      ;ActivosFinancieros EnajenacionDeDeudaDelSectorPublico EnajenacionDeDeudaDelSectorPublicoALargoPlazo DeComunidadesAutonomas                                                                              ;ActivosFinancieros_EnajenacionDeDeudaDelSectorPublico_EnajenacionDeDeudaDelSectorPublicoALargoPlazo_DeComunidadesAutonomas                                                                              ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;0   ;1   ;20                      ;ActivosFinancieros AdquisicionDeDeudaDelSectorPublico AdquisicionDeDeudaDelSectorPublicoALargoPlazo AEntidadesLocales                                                                                   ;ActivosFinancieros_AdquisicionDeDeudaDelSectorPublico_AdquisicionDeDeudaDelSectorPublicoALargoPlazo_AEntidadesLocales                                                                                   ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;0   ;1   ;20                      ;ActivosFinancieros EnajenacionDeDeudaDelSectorPublico EnajenacionDeDeudaDelSectorPublicoALargoPlazo DeEntidadesLocales                                                                                  ;ActivosFinancieros_EnajenacionDeDeudaDelSectorPublico_EnajenacionDeDeudaDelSectorPublicoALargoPlazo_DeEntidadesLocales                                                                                  ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;0   ;1   ;90                      ;AdquisicionDeDeudaDelSectorPublico AdquisicionDeDeudaDelSectorPublicoALargoPlazo AOtrosSubsectores                                                                                                      ;AdquisicionDeDeudaDelSectorPublico_AdquisicionDeDeudaDelSectorPublicoALargoPlazo_AOtrosSubsectores                                                                                                      ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;1   ;    ;                        ;AdquisicionDeObligacionesYBonosFueraDelSectorPublico                                                                                                                                                    ;AdquisicionDeObligacionesYBonosFueraDelSectorPublico                                                                                                                                                    ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;1   ;    ;                        ;EnajenacionDeObligacionesYBonosFueraDelSectorPublico                                                                                                                                                    ;EnajenacionDeObligacionesYBonosFueraDelSectorPublico                                                                                                                                                    ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;1   ;0   ;                        ;AdquisicionDeObligacionesYBonosFueraDelSectorPublicoACortoPlazoDesarrolloPorSectores                                                                                                                    ;AdquisicionDeObligacionesYBonosFueraDelSectorPublicoACortoPlazoDesarrolloPorSectores                                                                                                                    ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;1   ;0   ;                        ;EnajenacionDeObligacionesYBonosFueraDelSectorPublicoACortoPlazo                                                                                                                                         ;EnajenacionDeObligacionesYBonosFueraDelSectorPublicoACortoPlazo                                                                                                                                         ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;1   ;1   ;                        ;EnajenacionDeObligacionesYBonosFueraDelSectorPublicoALargoPlazo                                                                                                                                         ;EnajenacionDeObligacionesYBonosFueraDelSectorPublicoALargoPlazo                                                                                                                                         ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;1   ;1   ;                        ;AdquisicionDeObligacionesYBonosFueraDelSectorPublicoALargoPlazoDesarrolloPorSectores                                                                                                                    ;AdquisicionDeObligacionesYBonosFueraDelSectorPublicoALargoPlazoDesarrolloPorSectores                                                                                                                    ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;2   ;    ;                        ;ConcesionDePrestamosAlSectorPublico                                                                                                                                                                     ;ConcesionDePrestamosAlSectorPublico                                                                                                                                                                     ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;2   ;    ;                        ;ReintegroDePrestamosYAnticiposConcedidosAlSectorPublico                                                                                                                                                 ;ReintegroDePrestamosYAnticiposConcedidosAlSectorPublico                                                                                                                                                 ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;2   ;0   ;                        ;PrestamosACortoPlazo                                                                                                                                                                                    ;PrestamosACortoPlazo                                                                                                                                                                                    ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;2   ;0   ;                        ;ReintegroDePrestamosYAnticiposConcedidosAlSectorPublicoACortoPlazo                                                                                                                                      ;ReintegroDePrestamosYAnticiposConcedidosAlSectorPublicoACortoPlazo                                                                                                                                      ;         0;         0;         0;         0
      2014;G    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;2   ;0   ;00                      ;ConcesionPrestamosAlSectorPublico PrestamosACortoPlazo AlEstado                                                                                                                                         ;ConcesionPrestamosAlSectorPublico_PrestamosACortoPlazo_AlEstado                                                                                                                                         ;         0;         0;         0;         0
      2014;I    ;PRESUPUESTO         ;15;RIBERA ALTA DEL EBRO                              ;8   ;2   ;0   ;00                      ;ActivosFinancieros ReintegroDePrestamosYAnticiposConcedidosAlSectorPublico ReintegroDePrestamosYAnticiposConcedidosAlSectorPublicoACortoPlazo DelEstado                                                 ;ActivosFinancieros_ReintegroDePrestamosYAnticiposConcedidosAlSectorPublico_ReintegroDePrestamosYAnticiposConcedidosAlSectorPublicoACortoPlazo_DelEstado                                                 ;         0;         0;         0;         0
