EJERCICIO;GASTO/INGRESO;ORIGEN;FONDO;FINANCIACION;DESCRIPCION CORTA;DESCRIPCION LARGA
2021;I;3;34;34019;CSA PR CALIDAD CARNE;C.S. AGRICULTURA - PROGRAMA CALIDAD DE LA CARNE
2021;I;3;34;34020;CSA FOM GAN EXT  AUT;C.S. AGRICULTURA - FTO GANADERIA EXT. AUTÓCTONA
2021;I;3;34;34021;CSA ERRAD ENF ANIM;C.S. AGRICULTURA - INDEM. ERRAD. ENFERM. ANIMALES
2021;I;3;34;34022;CSA PROGR SANITARIOS;C.S. AGRICULTURA - PROGRAMAS SANITARIOS
2021;I;3;34;34023;CSA CONTROL LECHERO;C.S. AGRICULTURA - CONTROL OFICIAL LECHERO
2021;I;3;34;34024;CSA M CALIDAD LECHE;C.S. AGRICULTURA - PROG MEJORA CALIDAD DE LA LECHE
2021;I;3;34;34025;CSA APOYO ADS;C.S. AGRICULTURA - APOYO ADS
2021;I;3;34;34026;CSA APOYO ATRIAS;C.S. AGRICULTURA - APOYO ATRIAS. L. INTEGRADA
2021;I;3;34;34027;CSA PROGRAMAS PRODER;C.S. AGRICULTURA - PROGRAMAS PRODER
2021;I;3;34;34028;CSA ASIST GEST EXPLO;C.S. AGRICULTURA - ASIST. GESTIÓN EXPLOTACIONES
2021;I;3;34;34029;CSA DESASTRES NAT;C.S. AGRICULTURA - AYUDAS DESASTRES NATURALES
2021;I;3;34;34030;CSA FOREST TIER AGRA;C.S. AGRICULTURA - FORESTACION DE TIERRAS AGRARIAS
2021;I;3;34;34031;CSA CESE ANTICIPADO;C.S. AGRICULTURA - CESE ANTICIPADO
2021;I;3;34;34032;CSA ICB;C.S. AGRICULTURA - INDEM. COMPENSATORIA BÁSICA
2021;I;3;34;34033;CSA PROGRAMA LEADER;C.S. AGRICULTURA - PROGRAMA LEADER
2021;I;3;34;34034;CSA RENOV. TRACTORES;C.S. AGRICULTURA - RENOVACION DE TRACTORES
2021;I;3;34;34035;CSA TRAZ.STOR.HORT.;C.S. AGRICULTURA - TRAZABILIDAD SECTOR HORTOFRUT.
2021;I;3;34;34036;CSA C.RAZAS GAN.PUR;C.S. AGRICULTURA - CONCURSOS,SUBASTAS RAZAS PURAS
2021;I;3;34;34037;CSA RECONV.PLANT.FRUT.;C.S. AGRICULTURA - RECONV. PLANTACIONES FRUTÍCOLAS
2021;I;3;34;34038;CSA ORD. FTO SCTOR EQUINO;C.S. AGRICULTURA - ORDEN. Y FMTO DEL SECTOR EQUINO
2021;I;3;34;34039;CSA PERS. Y ANALITICA EET;C.S. AGRICULTURA - PERS Y ANAL. ENCEF ESPONG TRANS
2021;I;3;34;34040;CSA SELEC GEN. ETT OVINO;C.S. AGRICULTURA - SELEC GENET RESIST ETT EN OVINO
2021;I;3;34;34041;CSA PROG CONT LENGUA AZUL;C.S. AGRICULTURA - PROGRAMA DE CONTROL LENGUA AZUL
2021;I;3;34;34042;CSA AY AVIC Y GRIPE AVIA;C.S. AGRICULTURA - AYUDAS AVICULTURA Y GRIPE AVIAR
2021;I;3;34;34043;CSA MODERN. EXPLOTACIONES;C.S. AGRICULTURA - MODERNIZACIÓN EXPLOTACIONES
2021;I;3;34;34044;CSA INCORP. JÓVENES;C.S. AGRICULTURA - INCORPORACIÓN JÓVENES
2021;I;3;34;34045;CSA ASESOR. ENTIDADES;C.S. AGRICULTURA - ASESORAMIENTO DE ENTIDADES
2021;I;3;34;34046;CSA CONCENTRACIÓN PARCELA;C.S. AGRICULTURA - CONCENTRACIÓN PARCELARIA
2021;I;3;34;34047;CSA MODERNIZACIÓN REGADIO;C.S. AGRICULTURA - MODERNIZACIÓN DE REGADIOS
2021;I;3;34;34048;CSA PROD. TOMATE;C.S. AGRICULTURA - PROD. TOMATE PARA INDUSTRIA
2021;I;3;34;34049;CSA FONDO PROG. FEP;C.S. AGRICULTURA - FONDO PROGRAMA FEP
2021;I;3;34;34050;CSA SUBV.INT. EXP.GANAD.;C.S. AGRICULTURA - SUBV INT.PRÉSTAMOS  EXPL.GANAD.
2021;I;3;34;34051;AGRUP. PROD.OVINO-CAPRINO;AGRUPACIONES DE PRODUCTORES OVINO Y CAPRINO
2021;I;3;34;34052;GEST. MED. EXP. PORCINAS;GESTIÓN MEDIOAMBIENTAL EXPLOTACIONES PORCINAS
2021;I;3;34;34053;GEST. SUBP. ORIGEN ANIMAL;GESTIÓN SUBPRODUCTOS ORIGEN ANIMAL
2021;I;3;34;34054;BIODIGESTIÓN DE PURINES;BIODIGESTIÓN DE PURINES
2021;I;3;34;34055;PROY P. RED RURAL NAL.;PROYECTOS PILOTO RED RURAL NACIONAL
2021;I;3;34;34056;PLAN FRUTAS ESCUELAS;PLAN DE FRUTAS EN LAS ESCUELAS
2021;I;3;34;34057;CSA 17/10/11 PLANES ZONA;C.S. AGRICULTURA 17/10/11 PLANES DE ZONA DES.R. S.
2021;I;3;34;34058;CSA SANEAMIENTO G (TUB. BOV);CSA C. SANEAMIENTO GANADERO (TUBERCULOSIS BOVINA)
2021;I;3;34;34059;CSA MODERNIZACIÓN EXPLOTACIONES 2014-2020;CSA MODERNIZACIÓN EXPLOTACIONES 2014-2020
2021;I;3;34;34060;CSA MODERNIZACIÓN EXPLOTACIONES 2014-2020;CSA INCORPORACIÓN JÓVENES 2014-2020
2021;I;3;34;34061;PARTIPACIÓN PROGRAMA CALIDAD PDR;PARTIPACIÓN PROGRAMA CALIDAD PDR
2021;I;3;34;34062;INFORMACIÓN PROMOCIÓN PDR;INFORMACIÓN PROMOCIÓN PDR
2021;I;3;34;34063;CSA AYUDA EXCEP. COMERC. CORDEROS CABRITO COVID 19;CSA AYUDA EXCEP. COMERC. CORDEROS CABRITO COVID 19
2021;I;3;34;34064;CSA Flor Cortada y Planta Ornamental;CSA Flor Cortada y Planta Ornamental
2021;I;3;34;34065;CSA Ayuda excepc. comerc. porcino ibérico COVID;CSA Ayuda excepc. comerc. porcino ibérico COVID
2021;I;3;35;;CONF SECT DE S.SOC.;C.S. DE SERV. SOCIALES
2021;I;3;35;35001;CSSS EDUC.FAMILIAR;C.S. SERV. SOCIALES - EDUCACIÓN FAMILIAR
2021;I;3;35;35002;CSSS INFORM ACCI SOC;C.S. SERV. SOCIALES - INFORMACIÓN ACCIÓN SOCIAL
2021;I;3;35;35003;CSSS ORIENT MED FAM;C.S. SERV. SOCIALES - ORIENT. Y MEDIACIÓN FAMILIAR
2021;I;3;35;35004;CSSS MENORES INFRACT;C.S. SERV. SOCIALES - MENORES INFRACTORES
2021;I;3;35;35005;CSSS PENS ANC ENFER;C.S. SERV. SOCIALES - PENSION. ANCIANOS Y ENFERMOS
2021;I;3;35;35006;CSSS GERONTOLÓGICO;C.S. SERV. SOCIALES - PLAN GERONTOLÓGICO
2021;I;3;35;35007;CSSS INTG PER DISC;C.S. SERV. SOCIALES - PLAN INTEG. PERSONAS DISCAP.
2021;I;3;35;35008;CSSS PRE MAL TRA INF;C.S. SERV. SOCIALES - PREV. MALOS TRATOS INFANCIA
2021;I;3;35;35009;CSSS PR VIOLENCIA FA;C.S. SERV. SOCIALES - PREV. VIOLENCIA FAMILIAR
2021;I;3;35;35010;CSSS VOLUNT PLAN EST;C.S. SERV. SOCIALES - VOLUNTAR. PLAN ESTATAL
2021;I;3;35;35011;PLAN A FAVOR SIT. DEPEND.;PLAN DE ACCION A FAVOR PERS .SITUACION DEPENDENCIA
2021;I;3;35;35012;CSSS PLAN DES. GITANO;C.S. SERV. SOCIALES - PLAN DESARROLLO GITANO
2021;I;3;35;35013;CSSS PREST. BASICAS SS;C.S. SERV. SOCIALES - PRESTACIONES BÁSICAS SS
2021;I;3;35;35014;CSSS ERRAD. POBREZA;C.S. SERV. SOCIALES - ERRADICACIÓN DE LA POBREZA
2021;I;3;35;35015;CSSS CONGRESO ESTATAL VOLUNTARIADO;CSSS CONGRESO ESTATAL VOLUNTARIADO
2021;I;3;35;35016;SUBV A CCAA PARA ATENCIÓN A MENORES NO ACOMPAÑADOS;SUBV A CCAA PARA ATENCIÓN A MENORES NO ACOMPAÑADOS
2021;I;3;36;;CONF SECT DE M.AMB.;C.S. DE MEDIO AMBIENTE
2021;I;3;36;36001;CSMA DES MEDIO RURAL;C.S. MEDIO AMBIENTE - DLLO SOCIEC. EN MEDIO RURAL
2021;I;3;36;36002;CSMA EST INV MED NAT;C.S. MEDIO AMBIENTE - PLANIF,ESTUDIOS MEDIO NATUR.
2021;I;3;36;36003;CSMA ORD PA FORESTAL;C.S. MEDIO AMBIENTE - ORDENAC,MEJORA PAT. FORESTAL
2021;I;3;36;36004;CSMA PR LUCHA IN FOR;C.S. MEDIO AMBIENTE - PREV. LUCHA INCENDIOS FOREST
2021;I;3;36;36005;CSMA APR RAC PAT NAT;C.S. MEDIO AMBIENTE - APROVECH. RACIONAL PAT.NAT.
2021;I;3;36;36006;CSMA C BIODIVERSIDAD;C.S. MEDIO AMBIENTE - CONSERVACIÓN BIODIVERSIDAD
2021;I;3;36;36007;CSMA PROY.LIFE;C.S. MEDIO AMBIENTE - PROYECTO LIFE
2021;I;3;36;36008;CSMA AREA INF. PARQ.NAC.;C.S. MEDIO AMBIENTE - AREAS INFL PARQUES NACIONALE
2021;I;3;36;36009;ACT. RESERVAS BIOSFERA;ACTUACIONES EN LA RESERVA DE LA BIOSFERA
2021;I;3;36;36010;APROV.BIOMASA FORESTAL;APROVECHAMIENTO DE LA BIOMASA FORESTAL
2021;I;3;36;36011;REC. ESPECIES P.EXTINCIÓN;RECUPERACIÓN DE ESPECIES EN PELIGRO DE EXTINCIÓN
2021;I;3;36;36012;CSMA-INFRAESTRUCTURAS GESTIÓN RESIDUOS CCLL;CSMA-INFRAESTRUCTURAS GESTIÓN RESIDUOS CCLL
2021;I;3;36;36013;C.S. Medio Ambiente. PIMA. ADAPTA ECOSISTEMAS;C.S. Medio Ambiente. PIMA. ADAPTA ECOSISTEMAS
2021;I;3;36;36014;PIMA. CAMBIO CLIMATICO;PIMA. CAMBIO CLIMATICO
2021;I;3;37;;PARTICIPACIÓN INGRESOS DEL ESTADO;PARTICIPACIÓN INGRESOS DEL ESTADO
2021;I;3;37;37001;TRAMO AUTONÓMICO 0,7% IRPF;TRAMO AUTONÓMICO 0,7% IRPF
2021;I;3;39;;OTR SUBV. ADM.CENTR.;OTRAS SUBVENCIONES DE LA ADMINISTRACIÓN CENTRAL
2021;I;3;39;39001;PLANES DE VIVIENDA;PLANES DE VIVIENDA
2021;I;3;39;39002;SEGURIDAD MINERA;SEGURIDAD MINERA
2021;I;3;39;39003;PROY INVEST I.N.I.A.;PROYECTOS DE INVESTIGACIÓN (I.N.I.A.)
2021;I;3;39;39004;PLAN MOD COMER INT;PLAN MODERNIZACIÓN COMERCIO INTERIOR
2021;I;3;39;39005;JUB REESTRUCT EMPR;AYUDAS A JUBILACIÓN Y REESTRUCTURACIÓN DE EMPRESAS
2021;I;3;39;39006;INTEGR SOC INMIGRANT;PLAN INTEGRACIÓN SOCIAL INMIGRANTES
2021;I;3;39;39007;EMPLEO COOPERATIVAS;APOYO CREACIÓN EMPLEO COOPERATIVAS
2021;I;3;39;39008;PLA TRAB CN FORM OCU;PLANES DE TRABAJO CTROS NAC. FORMACIÓN OCUPACIONAL
2021;I;3;39;39009;SEGUNDA ESTACION AVE;SEGUNDA ESTACION AVE
2021;I;3;39;39010;OF PLANES VIVIENDA;OFICINAS PLANES DE VIVIENDA
2021;I;3;39;39011;LESIONES ESTRUC EDIF;LESIONES ESTRUCTURALES EDIFICIOS
2021;I;3;39;39012;CONV REHAB VIVIENDAS;CONV. REHABILITACION FUNCIONAL EDIFICIOS VIVIENDAS
2021;I;3;39;39013;CONS COMP PYME;PLAN CONSOLIDACIÓN Y COMPETITIVIDAD P.Y.M.E.
2021;I;3;39;39014;MANT CENTROS SANITAR;MANTENIMIENTO DE CENTROS SANITARIOS
2021;I;3;39;39015;DONACIÓN Y TRASP ÓRG;FOMENTO DE LA DONACIÓN Y TRASPLANTE DE ÓRGANOS
2021;I;3;39;39016;JUNTA ARBITRAL CONS;JUNTA ARBITRAL DE CONSUMO
2021;I;3;39;39017;PROGRAMA PREV SIDA;PROGRAMA PREVENCIÓN SIDA
2021;I;3;39;39018;PREV ASIST REINS TOX;PREVENCIÓN, ASISTENCIA Y REINSERCIÓN TOXICÓMANOS
2021;I;3;39;39019;PREV ENF EMERGENTES;PREVENCIÓN ENFERMEDADES EMERGENTES
2021;I;3;39;39020;INVEST IN CARLOS III;PROYECTOS DE INVESTIGACIÓN INSTITUTO CARLOS III
2021;I;3;39;39021;JUB PERS DOC 9 LOGSE;JUBILACIONES PERSONAL DOCENTE ( D.T. 9ª LOGSE)
2021;I;3;39;39022;NUEVAS TEC EDUCACION;NUEVAS TECNOLOGIAS EDUCACION
2021;I;3;39;39023;GUARDERÍAS INF;GUARDERÍAS INFANTILES
2021;I;3;39;39024;ESCUELAS VIAJERAS;ESCUELAS VIAJERAS
2021;I;3;39;39025;PUEBLOS ABANDONADOS;P.R.U.E.P.A.-BUBAL-PUEBLOS ABANDONADOS
2021;I;3;39;39026;CATAL COL PATR BIBL;CATALOGO COLECTIVO PATRIMONIO BIBLIOGRAFICO
2021;I;3;39;39027;POL.COHES.SALUD;POLÍTICAS DE COHESIÓN Y ESTRATEGIAS DE SALUD
2021;I;3;39;39028;CONV.REST.IGLESIAS;CONVENIO PARA RESTAURACIÓN DE IGLESIAS
2021;I;3;39;39029;TERUEL DIGITAL;PROYECTO TERUEL DIGITAL
2021;I;3;39;39030;Mº IND. PROY.PROFIT;MINISTERIO INDUSTRIA - PROGRAMA FTO INV. TECNOLÓG.
2021;I;3;39;39031;C.Mº SAN. GUIA SALUD;CONVENIO MINISTERIO SANIDAD - GUÍA DE SALUD
2021;I;3;39;39032;CONV.MºM.A.SUELOS.C;CONV. Mº MEDIO AMBIENTE - SUELOS CONTAMINADOS
2021;I;3;39;39033;RUTAS LITERARIAS;RUTAS LITERARIAS
2021;I;3;39;39034;INFRAESTR.  I.N.I.A.;INFRAESTRUCTURAS I.N.I.A.
2021;I;3;39;39035;INC.DOCTORES INIA;INCORPORACIÓN DE DOCTORES. I.N.I.A.
2021;I;3;39;39036;IGNAC. ELAB.ORTOFOTO;INST. GEOGRÁFICO NACIONAL - ELABORACIÓN ORTOFOTO
2021;I;3;39;39037;MEC PLAN NAC. INVEST.;MEC PLAN NACIONAL DE INVESTIGACIÓN
2021;I;3;39;39038;CONF SECT DE LA MUJER;CONFERENCIA SECTORIAL DE LA MUJER
2021;I;3;39;39039;CONV. I. MUJER PROG.ES;CONV. INSTITUTO DE LA MUJER PROGRAMAS ESPEC.
2021;I;3;39;39040;PLAN FORM. CONT. INAP;PLAN FORMACION  CONTINUA  INAP
2021;I;3;39;39041;CONV.MºCULT.INVENT.BIENES;CONV.MºCULTURA INVENTARIO B.MUEBLES PHE INST.ECLES
2021;I;3;39;39042;CSD CTROS TECNIF. DEP.;C.S.DEPORTES. CENTROS DE TECNIFICACIÓN DEPORTIVA
2021;I;3;39;39043;CSD CONSTUCC.PABELLÓN;C.S.DEPORTES. REALIZACIÓN DE PABELLONES DEPORTIVOS
2021;I;3;39;39044;PLAN NACIONAL INVESTIG.;PLAN NACIONAL DE INVESTIGACIÓN
2021;I;3;39;39045;C.S.EDUC. INTERNET AULA;C.S. DE EDUCACIÓN. PROGRAMA INTERNET EN EL AULA
2021;I;3;39;39046;ACOG.,INTEGR EDUCAC INMIG;ACOGIDA,INTEGR. Y REFUERZO EDUCATIVO DE INMIGRANT.
2021;I;3;39;39047;PROG.APOYO CTROS EDUCATIV;PROG. ACOMPAÑAM., APOYO Y REFUERZO CTROS EDUCATIV.
2021;I;3;39;39048;C.Mº.IND. PLAN AVANZA;C.Mº. INDUSTRIA PLAN AVANZA
2021;I;3;39;39049;PROG. USO RAC. MEDICAMENT;PROGRAMA USO RACIONAL DEL MEDICAMENTO
2021;I;3;39;39050;AHORRO Y DIVERS. ENERGET.;AHORRO Y DIVERSIFICACIÓN ENERGÉTICA
2021;I;3;39;39051;CONV.MºEDUC.DIFUS.F.P.;CONV. Mº EDUC. Y CIENCIA. DIFUSIÓN FORM. PROFES.
2021;I;3;39;39052;CONV. CNIG S.INF.OC.SUELO;CONV. CNIG SIST.INFORM. SOBRE OCUPACIÓN SUELO
2021;I;3;39;39053;PROYECTOS INVESTIGACIÓN;FINANCIACIÓN DE LA AGE PROYECTOS  INVESTIGACIÓN
2021;I;3;39;39054;AY.P. VÍCT.VIOL.GÉN. EMPL;AY PÚBL. VÍCTIMAS VIOLENCIA GÉNERO DIFIC. EMPLEO
2021;I;3;39;39055;C.S. EDUC. BIBLIOT. ESCOL;C.S. EDUCACIÓN - BIBLIOTECAS ESCOLARES
2021;I;3;39;39056;IGUALDAD OPORT.JÓVENES;IGUALDAD OPORTUNIDADES LOS/LAS JÓVENES
2021;I;3;39;39057;CSE FINANC. 2º CICLO INF.;CSE FINANCIACIÓN 2º CICLO EDUCACIÓN INFANTIL
2021;I;3;39;39058;C.Mº CULT ADQ.FDO BIBLIOG;CONV. Mº CULTURA ADQ.FDO BIBLIOG. BIBL.MUNICIP.
2021;I;3;39;39059;C.S.EDUC. LIBROS Y MATER.;C.S. EDUCACIÓN. PROGRAMA LIBROS Y MATERIAL ESCOLAR
2021;I;3;39;39060;Mº EDUC.ESP.EUR.EDUC.SUP;Mº EDUC. ADAPTAC. INST.UNIVERS. ESP. EUROPEO SUPER
2021;I;3;39;39061;CONV ACCS. AUTOBUSES INT;CONVENIO ACCS. AUTOBUSES INTERURBANO
2021;I;3;39;39062;C.S. EDU. PRG. LENGUAS EX;C.S. EDUC. PROGRAMA LENGUAS EXTRANJERAS (PALE)
2021;I;3;39;39063;AYUDA NAL. NOVILLAS;AYUDA NACIONAL POR NOVILLAS
2021;I;3;39;39064;TRANSF. MEC CONF. APAS;TRANSF. MEC CONF. APAS Y OTROS COLECTIVOS
2021;I;3;39;39065;PROG. PRIORITARIOS S Y C;PROGRAMAS PRIORITARIOS SANIDAD Y CONSUMO
2021;I;3;39;39066;RECUPERA. ACEITES USADOS;RECUPERACIÓN ACEITES USADOS
2021;I;3;39;39067;PRÁCT. SEGURAS CTROS. SAN;PRÁCTICAS SEGURAS CENTROS SANITARIOS
2021;I;3;39;39068;RUTAS CIENTÍFICAS - MEC;RUTAS CIENTÍFICAS - MEC
2021;I;3;39;39069;CONV. MTAS TRABAJ. EXPO;CONV. M. TRABAJO Y A. S. ACOGIDA TRABAJADORES EXPO
2021;I;3;39;39070;CONV. Mº FOM.OBRAS CARRET;CONVENIO Mº  FOMENTO OBRAS CARRETERAS
2021;I;3;39;39071;CONV.MºDEFENSA P.INC.LAB.;CONVENIO Mº DEFENSA PROG.INCORPORACIÓN LABORAL
2021;I;3;39;39072;CONV. MEC DES. TECNOLOGIC;CONV. MºEC-CA IMPULSO ACTIVIDADES DES. TECNOLÓGICO
2021;I;3;39;39073;AY. PRESERV. PATRI. DIGIT;AYUDAS PRESERVACIÓN PATRIMONIO DIGITAL
2021;I;3;39;39074;BIBLIOTECA VIRTUAL ARAGÓN;BIBLIOTECA VIRTUAL ARAGÓN
2021;I;3;39;39075;CONV.SALUD BUCODENTAL INF;CONVENIO SALUD BUCODENTAL INFANTIL
2021;I;3;39;39076;PROYECTO REALTH - SAS;PROYECTO REALTH - SAS
2021;I;3;39;39077;MARM - PLAN INTEGRAL AGUA;MARM - PLAN INTEGRAL DEL AGUA
2021;I;3;39;39078;CNIG P.N.ORTOFOTO.AEREA;CONV.CNIG PLAN NACIONAL DE ORTOFOTOGRAFÍA AÉREA
2021;I;3;39;39079;SUBV.SP.EMPLEO EST. TXTIL;SUBV. S.P.EMPLEO ESTATAL -ADAP. SCTOR TEXTIL
2021;I;3;39;39080;CONV. I. MUJER PROG.CLARA;CONV. INSTITUTO DE LA MUJER PROGRAMA CLARA
2021;I;3;39;39081;CONV.EDUC.INFANTIL;CONVENIOS EDUCACIÓN INFANTIL (Mº EPSyD)
2021;I;3;39;39082;CONV. EST. C. PALIATIVOS;CONV. ESTRATEGIA CUIDADOS PALIATIVOS
2021;I;3;39;39083;CONV. EST. PARTO NORMAL;CONV. ESTRATEGIA ATENCIÓN PARTO NORMAL
2021;I;3;39;39084;CONV. ACT. VIOLENCIA GEN.;CONV. ACTIVIDADES SOBRE VIOLENCIA DE GÉNERO
2021;I;3;39;39085;CONV. COM. DES. SOST.;CONVENIO COMARCAS DESARROLLO SOSTENIBLE
2021;I;3;39;39086;REDUCCIÓN EMISIONES;REDUCCIÓN EMISIONES GESTIÓN DE RESIDUOS
2021;I;3;39;39087;PRACT. SEGURAS C.SANITARI;IMPULSO PRACTICAS SEGURAS EN CENTROS SANITARIOS
2021;I;3;39;39088;ESTRAT. SALUD MENTAL;ESTRATEGIA DE SALUD MENTAL
2021;I;3;39;39089;PLAN-E DEPENDENCIA;FONDO ESPECIAL PLAN-E DEPENDENCIA
2021;I;3;39;39090;CONVENIO Mº INDUSTRIA TDT;CONVENIO CON Mº INDUSTRIA TRANSICION TDT
2021;I;3;39;39091;CNV.MICINN FOM.PARQ.CYTEC;CNV.MICINN FOMENTO PARQ.CIENTÍFICOS Y TECNOLÓGICOS
2021;I;3;39;39092;CONF. SEC. DE IGUALDAD;CONFERENCIA SECTORIAL DE IGUALDAD
2021;I;3;39;39093;PROY. ESCUELA 2.0.;PROYECTO ESCUELA 2.0.
2021;I;3;39;39094;Convenio MICINN LMA;CONVENIO MICINN LMA
2021;I;3;39;39095;CONV MINISTERIO IGUALDAD;CONVENIO MINISTERIO DE IGUALDAD
2021;I;3;39;39096;Cº MºED.ACTUAL.TITULO FP;CONVENIO MºEDUCACIÓN.ACTUALIZ. CATÁLOGO TÍTULOS FP
2021;I;3;39;39097;P.REEDUCACIÓN MALTRATADOR;PROGRAMA DE REEDUCACIÓN DE MALTRATADORES
2021;I;3;39;39098;INTERN. CULT. ESPAÑOLA;INTERNACIONALIZACIÓN DE LA CULTURA ESPAÑOLA (MAE)
2021;I;3;39;39099;PROGRAMA ARCE.MºEDUCACIÓN;PROGRAMA ARCE. MINISTERIO DE EDUCACIÓN
2021;I;3;39;39100;CONV. GEST.IT Y CORTA DUR;CONV.ESTRATEG.GESTIÓN IT Y COMP. PROC. CORTA DUR
2021;I;3;39;39101;CONV.AEMPS JORN.INSP.FARM;CONV. AEMPS JORNADAS INSPECC. FARMACÉUTICA
2021;I;3;39;39102;Mº TRAB. CENTRO NAL. REF.;Mº TRABAJO SUBV. CENTRO NAL, REF. FORMACIÓN PROF.
2021;I;3;39;39103;MCI-ESTRATEGIA ESTATAL IN;MCI-ESTRATEGIA ESTATAL INNOVACIÓN
2021;I;3;39;39104;EURIBERIS;EURIBERIS
2021;I;3;39;39105;CONV. CITA CHE RIEGOS;CONV. CITA CHE EVALUACIÓN SIST. RIEGOS CUENCA EBRO
2021;I;3;39;39106;OLIMPIADAS FP;OLIMPIADAS FORMACIÓN PROFESIONAL
2021;I;3;39;39107;FORMACIÓN PERM. PROF.;FORMACIÓN PERMANENTE PROFESORADO
2021;I;3;39;39108;PEAC ACRED. COMPT. PROF.;PEAC PROC. ACREDITACIÓN COMPETENCIAS PROFESIONALES
2021;I;3;39;39109;JUST.GRATUITA E INF.TRIBU;JUSTICIA GRATUITA E INFORMATIZACIÓN DE TRIBUNALES
2021;I;3;39;39110;MICIIN-PNICDIT;MICIIN-PLAN N.INVESTIGACIÓN CIENTIF. DESARR.E INNO
2021;I;3;39;39111;SPE SUBV ERE SINTEL;SPE SUBVENCIÓN AFECTADOS ERE SINTEL
2021;I;3;39;39112;DISMINUCIÓN ABANDONO ESC.;PROGRAMA DE DISMINUCIÓN DEL ABANDONO ESCOLAR
2021;I;3;39;39113;MINISTERIO INV. AGROALIME;MINISTERIO INVESTIGACIÓN AGROALIMENTARIA
2021;I;3;39;39114;OTRAS EEPP-INV AGROALIM;OTRAS EEPP-INVESTIGACIÓN AGROALIMENTARIA
2021;I;3;39;39115;HOSPITAL DEL MUNDO;HOSPITAL DEL MUNDO
2021;I;3;39;39116;FESTATAL EMPLEO Y SOSTENI;FONDO ESTATAL DE EMPLEO Y SOSTENIBILIDAD SOCIAL
2021;I;3;39;39117;PLAN VIVIENDA 2013-2016;PLAN VIVIENDA 2013-2016
2021;I;3;39;39118;PLAN DE INVERSIONES SISTEMA INFORMACIÓN SANITARIA;PLAN DE INVERSIONES SISTEMA INFORMACIÓN SANITARIA
2021;I;3;39;39119;NUEVOS CICLOS DE F.P. BÁSICA;NUEVOS CICLOS DE F.P. BÁSICA
2021;I;3;39;39120;M JUSTICIA PROGRAMA DE REFORMA ADM JUSTICIA;M JUSTICIA PROGRAMA DE REFORMA ADM JUSTICIA
2021;I;3;39;39121;NUEVOS ITINERARIOS 3º Y 4º ESO;NUEVOS ITINERARIOS 3º Y 4º ESO
2021;I;3;39;39122;DIFUSIÓN Y MEJORA DE LA CALIDAD DE LA FP;DIFUSIÓN Y MEJORA DE LA CALIDAD DE LA FP
2021;I;3;39;39123;CONF. SEC. EDU-PROG. NEC. ESPECIF. APOYO EDUCATIVO;CONF. SEC. EDU-PROG. NEC. ESPECIF. APOYO EDUCATIVO
2021;I;3;39;39124;CONF. SEC. EDU - PROGRAMA DE CONVIVENCIA ESCOLAR;CONF. SEC. EDU - PROGRAMA DE CONVIVENCIA ESCOLAR
2021;I;3;39;39125;CONF. SEC. EDU - PROGRAMA DE HÁBITOS SALUDABLES;CONF. SEC. EDU - PROGRAMA DE HÁBITOS SALUDABLES
2021;I;3;39;39126;CONF. SEC. EDU - EVALUAC. FINAL ED. PRIMARIA;CONF. SEC. EDU - EVALUAC. FINAL ED. PRIMARIA
2021;I;3;39;39127;Plan Estatal Vivienda 2018-2021;Plan Estatal Vivienda 2018-2021
2021;I;3;39;39128;Cº. MAPAMA. Actuaciones descontam.Lindano;Cº. MAPAMA. Actuaciones descontam.Lindano
2021;I;3;39;39129;DIAGNÓSTICO ENFERMEDADES RARAS BASE GENÉTICA;DIAGNÓSTICO ENFERMEDADES RARAS BASE GENÉTICA
2021;I;3;39;39130;ASIST. SANITARIA A REFUGIADOS PROG. REASENTAMIENTO;ASIST. SANITARIA A REFUGIADOS PROG. REASENTAMIENTO
2021;I;3;39;39131;PROY. SALVAGUARDA PATRIMONIO CULTURAL INMATERIAL;PROY. SALVAGUARDA PATRIMONIO CULTURAL INMATERIAL
2021;I;3;39;39132;PROGRAMA MOVES;PROGRAMA MOVES
2021;I;3;39;39133;PROGRAMA EFIC ENERGÉTICA PYME Y EMPRESA INDUSTRIAL;PROGRAMA EFIC ENERGÉTICA PYME Y EMPRESA INDUSTRIAL
2021;I;3;39;39135;PACTO DE ESTADO VIOLENCIA DE GÉNERO;PACTO DE ESTADO VIOLENCIA DE GÉNERO
2021;I;3;39;39136;PLAN MOVES II;PLAN MOVES II
2021;I;3;39;39137;BONO SOCIAL TÉRMICO;BONO SOCIAL TÉRMICO
2021;I;3;39;39138;Programa PREE. Rehabilitación;Programa PREE. Rehabilitación
2021;I;3;39;39139;C.S. EDU. Progr Orientación...educ. EMERGENCIA;C.S. EDU. Progr Orientación...educ. EMERGENCIA
2021;I;3;39;39140;I PLAN FP PARA CTO. ECONO Y SOCIAL Y EMPLEABILIDAD;I PLAN FP PARA CTO. ECONO Y SOCIAL Y EMPLEABILIDAD
2021;I;3;39;39141;PLAN ACTUACIÓN CTRO. INNOVACIÓN FP DE ARAGÓN;PLAN ACTUACIÓN CTRO. INNOVACIÓN FP DE ARAGÓN
2021;I;5;;;OTRAS ADMIN PÚBLICAS;OTRAS ADMINISTRACIONES PÚBLICAS
2021;I;5;51;;DIPUTACIONES PROVINCIALES;DIPUTACIONES PROVINCIALES
